row_id,merchant_raw,merchant,description_raw,amount,direction,native_category,cat,amt_band,merchant_state,transaction_date,stratum,resolution_tier,provider,gemini_leaf,sonnet_leaf,opus_leaf,gold_leaf,tier,resolution_source,general_category,reviewer_id
29994,,,PASTDUE CREDIT SOL  31207167ID4676 DDR,80.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-07-23,risk_t6bound_debit,T6_provider_crosswalk,plaid,debt_collection,debt_collection,,debt_collection,human_reviewed,carlos,high_cost_distress_credit,carlos
29995,,,June overdraft fees,13.720000000,debit,BANK_PENALTIES_CASH_ADVANCE_AND_OVERDRAFT_FEES,BANK_PENALTIES_CASH_ADVANCE_AND_OVERDRAFT_FEES,debit,blank,2025-07-01,risk_t6bound_debit,T6_provider_crosswalk,plaid,overdraft_arranged,overdraft_arranged,,overdraft_arranged,human_reviewed,carlos,fees_charges,carlos
29996,United Kash Limited,united kash limited,United Kash Limited,25.000000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,filled,2025-08-01,risk_t6bound_debit,T6_provider_crosswalk,plaid,payday_loan,payday_loan,,debt_collection,human_reviewed,carlos,high_cost_distress_credit,carlos
29997,,,6843 03JUL25 CD   CASH CONVERTERS   LANCAS            BLACKPOOL GB,29.990000000,debit,GENERAL_SERVICES_OTHER_SERVICES,GENERAL_SERVICES_OTHER_SERVICES,debit,blank,2025-07-04,risk_t6bound_debit,T6_provider_crosswalk,plaid,pawnbroker,pawnbroker,,pawnbroker,human_reviewed,carlos,high_cost_distress_credit,carlos
29998,Firefit Hub,firefit hub,Firefit Hub -,17.000000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,filled,2025-08-13,risk_t6bound_debit,T6_provider_crosswalk,plaid,gym_fitness,gym_fitness,,gym_fitness,human_reviewed,carlos,health_medical,carlos
29999,,,ACCOUNT FEE,19.000000000,debit,BANK_FEES_OTHER_BANK_FEES,BANK_FEES_OTHER_BANK_FEES,debit,blank,2025-10-01,risk_t6bound_debit,T6_provider_crosswalk,plaid,account_charge,account_charge,,account_charge,human_reviewed,carlos,fees_charges,carlos
30000,,,HSBC BNK VSA454638454638******0405,50.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-07-03,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30001,,,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO LISA COBURN REFERENCE MONZO-DYJNB SANTANDER REFERENCE 0000AYLYXRBSO8DKSDDBEZ,20.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-10-01,risk_t6bound_debit,T6_provider_crosswalk,plaid,transfer_p2p,transfer_p2p,,transfer_p2p,human_reviewed,carlos,transfers,carlos
30002,,,"DIRECT DEBIT PAYMENT TO RIAS REF 6682453/0/D1, MANDATE NO 0048",33.990000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,blank,2025-08-01,risk_t6bound_debit,T6_provider_crosswalk,plaid,insurance_general,insurance_general,,insurance_general,human_reviewed,carlos,insurance,carlos
30003,,,Payment to MEMBER CREDIT CARD 073012 00001604,50.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-07-14,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30004,,,"STANDING ORDER PAYMENT TO SANTANDER MASTERCARD STANDARD REFERENCE XXXXXXXXXXXX3794, MANDATE NO 7",10.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-07-08,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30005,,,AQUA CREDIT CARD,24.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-06-27,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30006,,,AQUA              40HGKE75HHJZ6YY6IGJMYS3D2           TPP NATIONAL WESTMFP 04/08/25 10    59132211363552000N,150.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-08-04,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30007,,,H3GDEVICEPAYMENT,20.690000000,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,ENTERTAINMENT_CASINOS_AND_GAMBLING,debit,blank,2025-10-01,risk_t6bound_debit,T6_provider_crosswalk,plaid,mobile_phone_contract,mobile_phone_contract,,mobile_phone_contract,human_reviewed,carlos,utilities_household_bills,carlos
30008,Sunderland,sunderland,5224 23AUG25      SQ *BLUE'S MICRO  PUB               SUNDERLAND GB,17.450000000,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,ENTERTAINMENT_CASINOS_AND_GAMBLING,debit,filled,2025-08-26,risk_t6bound_debit,T6_provider_crosswalk,plaid,pub_bar,pub_bar,,pub_bar,human_reviewed,carlos,eating_drinking_out,carlos
30009,,,Tide fee for the transaction of £280.20 amount,0.200000000,debit,BANK_FEES_OTHER_BANK_FEES,BANK_FEES_OTHER_BANK_FEES,debit,blank,2025-09-03,risk_t6bound_debit,T6_provider_crosswalk,plaid,account_charge,bank_charge_other,account_charge,account_charge,human_reviewed,carlos,fees_charges,carlos
30010,,,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO ZABLE CARD REFERENCE ZABLE SANTANDER REFERENCE DQHKLO7XZPTC9DTQFO,61.450000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-07-14,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30011,,,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO WHO INTERNET REFERENCE SA455Y1PHN5SP3C2A5 SANTANDER REFERENCE SA455Y1PHN5SP3C2A5,5.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-08-29,risk_t6bound_debit,T6_provider_crosswalk,plaid,broadband_tv_phone,unclassified_other,transfer_bank_unspecified,gambling_betting,agent_review,agent_review: William Hill Online deposit,gambling,
30012,,,H3GDEVICEPAYMENT,43.710000000,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,ENTERTAINMENT_CASINOS_AND_GAMBLING,debit,blank,2025-09-26,risk_t6bound_debit,T6_provider_crosswalk,plaid,mobile_phone_contract,mobile_phone_contract,,mobile_phone_contract,human_reviewed,carlos,utilities_household_bills,carlos
30013,,,Tide fee for the transaction of £180.20 amount,0.200000000,debit,BANK_FEES_OTHER_BANK_FEES,BANK_FEES_OTHER_BANK_FEES,debit,blank,2025-08-26,risk_t6bound_debit,T6_provider_crosswalk,plaid,account_charge,bank_charge_other,account_charge,account_charge,human_reviewed,carlos,fees_charges,carlos
30014,,,Tide fee for the transaction of £155.80 amount,0.200000000,debit,BANK_FEES_OTHER_BANK_FEES,BANK_FEES_OTHER_BANK_FEES,debit,blank,2025-08-12,risk_t6bound_debit,T6_provider_crosswalk,plaid,account_charge,bank_charge_other,account_charge,account_charge,human_reviewed,carlos,fees_charges,carlos
30015,Sunderland,sunderland,2781 19JUL25 CD   ARRIVA MIDLANDS   LIMITE            SUNDERLAND GB,2.100000000,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,ENTERTAINMENT_CASINOS_AND_GAMBLING,debit,filled,2025-07-21,risk_t6bound_debit,T6_provider_crosswalk,plaid,public_transport_rail_coach,public_transport_rail_coach,,public_transport_rail_coach,human_reviewed,carlos,transport_motoring,carlos
30016,,,AMERICAN EXP 3773 PB4525******88522,52.910000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-10-16,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30017,,,PREMFINA-WISEDRIVE                    REFERENCE: 000496005,112.980000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,blank,2025-09-01,risk_t6bound_debit,T6_provider_crosswalk,plaid,loan_repayment_other,insurance_motor,loan_repayment_other,insurance_motor,human_reviewed,carlos,insurance,carlos
30018,,,4658 25JUL25 CD   THE OVERDRAFT     SWANSEA GB,37.850000000,debit,TRANSFER_OUT_OTHER,TRANSFER_OUT_OTHER,debit,blank,2025-07-28,risk_t6bound_debit,T6_provider_crosswalk,plaid,pub_bar,overdraft_unarranged,pub_bar,pub_bar,human_reviewed,carlos,eating_drinking_out,carlos
30019,,,LLOYDS BANK PLATIN 500000001626633272,100.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-09-09,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30020,Sunderland,sunderland,Bmg Ne Sunderland,30.000000000,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,ENTERTAINMENT_CASINOS_AND_GAMBLING,debit,filled,2025-08-29,risk_t6bound_debit,T6_provider_crosswalk,plaid,gambling_unspecified,gambling_bingo,unclassified_other,gambling_unspecified,human_reviewed,carlos,gambling,carlos
30021,,,PLYMOUTH CCBH     FP 24/06/25 30    28023319482544000N,100.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-06-24,risk_t6bound_debit,T6_provider_crosswalk,plaid,council_tax,unclassified_transfer,unclassified_transfer,council_tax,human_reviewed,carlos,council_tax_government,carlos
30022,,,"STANDING ORDER VIA FASTER PAYMENT TO ENTERPRISE CREDI REFERENCE 132652 , MANDATE NO 0153",10.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-09-01,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_union_repayment,credit_union_repayment,,credit_union_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30023,Div Bills,div bills,DIV               BILLS             VIA MOBILE - PYMT FP 14/08/25 10    50143021890061000N,60.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,filled,2025-08-14,risk_t6bound_debit,T6_provider_crosswalk,plaid,transfer_p2p,transfer_p2p,,transfer_p2p,human_reviewed,carlos,transfers,carlos
30024,The Albert Premier,the albert premier,THE ALBERT PREMIER  ON 21 OCT CPM,3.540000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,filled,2025-10-22,risk_t6bound_debit,T6_provider_crosswalk,plaid,groceries,pub_bar,groceries,pub_bar,human_reviewed,carlos,eating_drinking_out,carlos
30025,Jennings,jennings,HARVEY JENNINGS   MUM               VIA MOBILE - PYMT FP 05/08/25 10    09151217754464000N,10.310000000,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,ENTERTAINMENT_CASINOS_AND_GAMBLING,debit,filled,2025-08-05,risk_t6bound_debit,T6_provider_crosswalk,plaid,transfer_p2p,transfer_p2p,,transfer_p2p,human_reviewed,carlos,transfers,carlos
30026,💰 Pocket Money,💰 pocket money,💰 Pocket money,44.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,filled,2025-06-08,risk_t6bound_debit,T6_provider_crosswalk,plaid,transfer_own_account,transfer_p2p,transfer_own_account,transfer_own_account,human_reviewed,carlos,transfers,carlos
30027,,,Robert Parker Advance,100.000000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,blank,2025-08-31,risk_t6bound_debit,T6_provider_crosswalk,plaid,loan_repayment_manual,personal_loan_repayment,loan_repayment_manual,loan_repayment_manual,human_reviewed,carlos,credit_loan_repayments,carlos
30028,Unique Blanks Limi,unique blanks limi,Payment to UNIQUE BLANKS LIMI 040003 90079973,67.750000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,filled,2025-08-18,risk_t6bound_debit,T6_provider_crosswalk,plaid,arts_crafts,unclassified_other,clothing_general,retail_other,agent_review,agent_review: Unique Blanks apparel supplier,general_retail_marketplaces,
30029,Zettle,zettle,Zettle_*SAMA  ON 13 JUL CLP ZETTLE_*SAMA,25.000000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,filled,2025-07-14,risk_t6bound_debit,T6_provider_crosswalk,plaid,unclassified_other,unclassified_other,,unclassified_other,human_reviewed,carlos,unclassified,carlos
30030,,,UNPAID TRANSAC FEE19SEP A/C 16305124,1.550000000,debit,BANK_FEES_OTHER_BANK_FEES,BANK_FEES_OTHER_BANK_FEES,debit,blank,2025-10-10,risk_t6bound_debit,T6_provider_crosswalk,plaid,returned_payment,returned_payment,,returned_payment,human_reviewed,carlos,fees_charges,carlos
30031,,,WWW.BHCC-INTERNET  ON 07 SEP BCC,150.000000000,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,ENTERTAINMENT_CASINOS_AND_GAMBLING,debit,blank,2025-09-08,risk_t6bound_debit,T6_provider_crosswalk,plaid,council_tax,council_tax,,council_tax,human_reviewed,carlos,council_tax_government,carlos
30032,,,DARK SPAIN AMOUNT IN EUR 14.00 ON 27 AUG VISA 1.1561 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.36 ,12.470000000,debit,BANK_FEES_OTHER_BANK_FEES,BANK_FEES_OTHER_BANK_FEES,debit,blank,2025-08-28,risk_t6bound_debit,T6_provider_crosswalk,plaid,foreign_spend_unspecified,foreign_spend_unspecified,,foreign_spend_unspecified,human_reviewed,carlos,travel_holidays,carlos
30033,,,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO TRANSFEROP PAYMENT GATEWAY LTD REFERENCE 0D009108E7945F SANTANDER REFERENCE 6D59A4D4F1DA89EA61F5497E801900D,235.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-08-06,risk_t6bound_debit,T6_provider_crosswalk,plaid,payment_intermediary,payment_intermediary,,payment_intermediary,human_reviewed,carlos,general_retail_marketplaces,carlos
30034,Oseyo.co.uk,oseyo.co.uk,oseyo.co.uk,5.000000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,filled,2025-06-29,risk_t6bound_debit,T6_provider_crosswalk,plaid,groceries_specialist,unclassified_other,groceries_specialist,groceries_specialist,human_reviewed,carlos,groceries_household_essentials,carlos
30035,,,"Helloprint United King - 2:06 Clockwise, Edward Pavilion, Albert Dock, Liverpool",30.250000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,blank,2025-07-23,risk_t6bound_debit,T6_provider_crosswalk,plaid,printing_services,printing_services,,printing_services,human_reviewed,carlos,business_self_employment,carlos
30036,Hitesh Pradhan Loan,hitesh pradhan loan,HITESH PRADHAN  LOAN FT,50.000000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,filled,2025-10-12,risk_t6bound_debit,T6_provider_crosswalk,plaid,loan_repayment_manual,loan_repayment_manual,,loan_repayment_manual,human_reviewed,carlos,credit_loan_repayments,carlos
30037,,,PASTDUE CREDIT SOL 29913930ID0CC6,50.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-07-28,risk_t6bound_debit,T6_provider_crosswalk,plaid,debt_collection,debt_collection,,debt_collection,human_reviewed,carlos,high_cost_distress_credit,carlos
30038,,,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO JAYDEN DUHANEY DJE REFERENCE P290825-DSWC SANTANDER REFERENCE I21005HTJS,20.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-08-29,risk_t6bound_debit,T6_provider_crosswalk,plaid,transfer_p2p,transfer_p2p,,transfer_p2p,human_reviewed,carlos,transfers,carlos
30039,,,9177 29AUG25      TACTIQ.IO         SYDNEY AU         USD          20.00VRATE       1.3468N-S TRN FEE   0.41,15.260000000,debit,BANK_FEES_OTHER_BANK_FEES,BANK_FEES_OTHER_BANK_FEES,debit,blank,2025-09-01,risk_t6bound_debit,T6_provider_crosswalk,plaid,software,software,,software,human_reviewed,carlos,digital_subscriptions_services,carlos
30040,,,AQUA CREDIT CARD,93.100000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-07-07,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30041,,,"DIRECT DEBIT PAYMENT TO MERLIN SPS LTD REF MEADOFRANK60614605, MANDATE NO 0043",18.000000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,blank,2025-08-15,risk_t6bound_debit,T6_provider_crosswalk,plaid,memberships,personal_loan_repayment,unclassified_recurring,memberships,agent_review,agent_review: Merlin annual pass DD,entertainment_leisure,
30042,Mahmoods,mahmoods,Mahmoods,3.000000000,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,ENTERTAINMENT_CASINOS_AND_GAMBLING,debit,filled,2025-08-05,risk_t6bound_debit,T6_provider_crosswalk,plaid,takeaway,unclassified_other,unclassified_other,takeaway,human_reviewed,carlos,eating_drinking_out,carlos
30043,,,HALIFAX MASTERCARD 400000001649401364,10.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-10-10,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30044,,,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO MARBLES REFERENCE 000001XFSWSOQYNG SANTANDER REFERENCE 1PJCKNOPL81B8POZXA057DPJR,204.410000000,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,debit,blank,2025-09-30,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30045,,,LLOYDS BANK PLATIN 500000001609684358,30.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-08-11,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30046,,,A ROBINSON-CURRAN 111353 11751868,15.000000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-09-25,risk_t6bound_debit,T6_provider_crosswalk,plaid,transfer_p2p,transfer_p2p,,transfer_p2p,human_reviewed,carlos,transfers,carlos
30047,,,HSBC BNK VSA454638454638******6139,81.810000000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,debit,blank,2025-08-11,risk_t6bound_debit,T6_provider_crosswalk,plaid,credit_card_repayment,credit_card_repayment,,credit_card_repayment,human_reviewed,carlos,credit_loan_repayments,carlos
30048,,,Tide fee for the transaction of £99.80 amount,0.200000000,debit,BANK_FEES_OTHER_BANK_FEES,BANK_FEES_OTHER_BANK_FEES,debit,blank,2025-09-03,risk_t6bound_debit,T6_provider_crosswalk,plaid,account_charge,account_charge,,account_charge,human_reviewed,carlos,fees_charges,carlos
30049,,,6296 10OCT25 C    VAPERS ONLINE LTD STREET GB,10.000000000,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,ENTERTAINMENT_CASINOS_AND_GAMBLING,debit,blank,2025-10-13,risk_t6bound_debit,T6_provider_crosswalk,plaid,vaping,vaping,,vaping,human_reviewed,carlos,groceries_household_essentials,carlos
